0.0900,0.0125,-0.0696,0.0144,0.0012,-0.0101,0.0015,-0.0002,-0.0002
0.0915,0.0127,-0.0706,0.0145,0.0013,-0.0101,0.0014,-0.0001,-0.0002
0.0929,0.0127,-0.0717,0.0144,0.0011,-0.0102,0.0010,-0.0003,-0.0004
0.0944,0.0129,-0.0726,0.0146,0.0011,-0.0101,0.0011,-0.0003,-0.0001
0.0957,0.0130,-0.0738,0.0145,0.0011,-0.0104,0.0007,-0.0003,-0.0006
0.0972,0.0130,-0.0750,0.0146,0.0010,-0.0106,0.0008,-0.0005,-0.0010
0.0987,0.0132,-0.0759,0.0145,0.0010,-0.0105,0.0005,-0.0004,-0.0005
0.1002,0.0133,-0.0770,0.0147,0.0011,-0.0105,0.0007,-0.0001,-0.0005
0.1018,0.0136,-0.0781,0.0149,0.0013,-0.0106,0.0009,0.0004,-0.0006
0.1033,0.0136,-0.0791,0.0150,0.0012,-0.0106,0.0010,0.0001,-0.0005
0.1049,0.0138,-0.0803,0.0153,0.0012,-0.0108,0.0014,0.0001,-0.0007
0.1065,0.0139,-0.0813,0.0153,0.0012,-0.0106,0.0012,0.0000,-0.0002
0.1081,0.0140,-0.0825,0.0156,0.0012,-0.0108,0.0014,-0.0001,-0.0006
0.1097,0.0139,-0.0837,0.0157,0.0009,-0.0111,0.0013,-0.0006,-0.0010
0.1112,0.0140,-0.0849,0.0157,0.0008,-0.0113,0.0011,-0.0006,-0.0013
0.1129,0.0141,-0.0860,0.0159,0.0008,-0.0114,0.0012,-0.0004,-0.0012
0.1145,0.0142,-0.0873,0.0161,0.0008,-0.0116,0.0014,-0.0004,-0.0013
0.1162,0.0143,-0.0885,0.0162,0.0007,-0.0119,0.0014,-0.0006,-0.0016
0.1179,0.0144,-0.0896,0.0164,0.0008,-0.0118,0.0014,-0.0002,-0.0011
0.1195,0.0146,-0.0908,0.0164,0.0009,-0.0119,0.0012,-0.0000,-0.0011
0.1212,0.0146,-0.0921,0.0167,0.0007,-0.0122,0.0014,-0.0004,-0.0014
0.1229,0.0147,-0.0933,0.0167,0.0008,-0.0122,0.0013,0.0000,-0.0012
0.1245,0.0149,-0.0946,0.0167,0.0011,-0.0124,0.0010,0.0004,-0.0014
0.1263,0.0150,-0.0960,0.0169,0.0011,-0.0127,0.0012,0.0004,-0.0016
0.1280,0.0151,-0.0972,0.0170,0.0010,-0.0128,0.0010,0.0001,-0.0015
0.1296,0.0151,-0.0985,0.0169,0.0009,-0.0129,0.0008,-0.0001,-0.0014
0.1314,0.0152,-0.0998,0.0171,0.0009,-0.0130,0.0009,-0.0001,-0.0014
0.1332,0.0152,-0.1011,0.0172,0.0008,-0.0131,0.0009,-0.0003,-0.0012
0.1351,0.0154,-0.1025,0.0175,0.0009,-0.0133,0.0014,0.0000,-0.0014
0.1368,0.0154,-0.1037,0.0175,0.0006,-0.0130,0.0011,-0.0005,-0.0006
0.1385,0.0156,-0.1051,0.0175,0.0008,-0.0133,0.0009,-0.0000,-0.0011
0.1404,0.0155,-0.1065,0.0177,0.0007,-0.0134,0.0011,-0.0003,-0.0010
0.1422,0.0156,-0.1079,0.0180,0.0006,-0.0136,0.0014,-0.0005,-0.0012
0.1442,0.0156,-0.1093,0.0182,0.0004,-0.0137,0.0016,-0.0006,-0.0010
0.1460,0.0157,-0.1106,0.0182,0.0005,-0.0136,0.0013,-0.0005,-0.0006
0.1478,0.0157,-0.1119,0.0184,0.0004,-0.0136,0.0014,-0.0005,-0.0006
0.1498,0.0157,-0.1133,0.0187,0.0003,-0.0135,0.0016,-0.0006,-0.0003
0.1517,0.0158,-0.1146,0.0188,0.0003,-0.0135,0.0016,-0.0004,-0.0002
0.1536,0.0158,-0.1160,0.0188,0.0002,-0.0135,0.0013,-0.0005,-0.0002
0.1555,0.0158,-0.1174,0.0189,0.0001,-0.0136,0.0012,-0.0006,-0.0003
0.1574,0.0157,-0.1188,0.0190,-0.0000,-0.0137,0.0011,-0.0008,-0.0004
0.1594,0.0159,-0.1201,0.0194,0.0001,-0.0136,0.0016,-0.0004,-0.0002
0.1614,0.0159,-0.1214,0.0195,0.0001,-0.0134,0.0015,-0.0003,0.0003
0.1634,0.0160,-0.1229,0.0197,0.0002,-0.0135,0.0017,-0.0000,-0.0001
0.1654,0.0160,-0.1243,0.0198,0.0002,-0.0137,0.0015,-0.0000,-0.0004
0.1675,0.0160,-0.1258,0.0200,0.0002,-0.0138,0.0016,0.0000,-0.0006
0.1697,0.0160,-0.1271,0.0204,0.0000,-0.0138,0.0021,-0.0004,-0.0004
0.1717,0.0160,-0.1286,0.0205,0.0001,-0.0139,0.0018,-0.0002,-0.0005
0.1736,0.0161,-0.1301,0.0204,0.0002,-0.0141,0.0012,0.0000,-0.0007
0.1756,0.0161,-0.1316,0.0204,0.0002,-0.0142,0.0010,0.0001,-0.0009
0.1777,0.0161,-0.1331,0.0204,0.0001,-0.0145,0.0009,-0.0001,-0.0013
0.1797,0.0161,-0.1348,0.0204,0.0002,-0.0149,0.0007,-0.0000,-0.0017
0.1818,0.0162,-0.1360,0.0205,0.0002,-0.0145,0.0008,0.0001,-0.0007
0.1840,0.0162,-0.1376,0.0207,0.0003,-0.0147,0.0010,0.0002,-0.0010
0.1861,0.0163,-0.1392,0.0209,0.0004,-0.0150,0.0011,0.0003,-0.0013
0.1884,0.0164,-0.1408,0.0211,0.0005,-0.0153,0.0014,0.0006,-0.0016
0.1905,0.0165,-0.1423,0.0213,0.0007,-0.0154,0.0014,0.0007,-0.0015
0.1927,0.0165,-0.1440,0.0214,0.0005,-0.0157,0.0013,0.0003,-0.0018
0.1948,0.0165,-0.1456,0.0215,0.0006,-0.0159,0.0012,0.0004,-0.0017
0.1970,0.0165,-0.1472,0.0215,0.0005,-0.0160,0.0010,0.0002,-0.0016
0.1992,0.0166,-0.1488,0.0216,0.0005,-0.0161,0.0009,0.0002,-0.0015
0.2014,0.0166,-0.1504,0.0217,0.0005,-0.0161,0.0011,-0.0000,-0.0012
0.2037,0.0166,-0.1518,0.0219,0.0004,-0.0159,0.0012,-0.0000,-0.0006
0.2059,0.0167,-0.1534,0.0220,0.0005,-0.0158,0.0012,0.0000,-0.0004
0.2081,0.0168,-0.1551,0.0220,0.0005,-0.0160,0.0010,0.0001,-0.0006
0.2103,0.0169,-0.1568,0.0221,0.0007,-0.0162,0.0010,0.0005,-0.0008
0.2126,0.0170,-0.1585,0.0223,0.0009,-0.0165,0.0011,0.0006,-0.0012
0.2150,0.0171,-0.1602,0.0225,0.0009,-0.0165,0.0014,0.0006,-0.0010
0.2173,0.0172,-0.1619,0.0227,0.0010,-0.0167,0.0013,0.0007,-0.0013
0.2198,0.0173,-0.1636,0.0231,0.0010,-0.0168,0.0019,0.0005,-0.0012
0.2221,0.0174,-0.1653,0.0231,0.0010,-0.0168,0.0017,0.0004,-0.0010
0.2243,0.0175,-0.1671,0.0231,0.0011,-0.0171,0.0013,0.0006,-0.0014
0.2268,0.0176,-0.1689,0.0233,0.0012,-0.0174,0.0014,0.0006,-0.0016
0.2291,0.0177,-0.1707,0.0235,0.0012,-0.0175,0.0015,0.0005,-0.0016
0.2315,0.0177,-0.1725,0.0236,0.0010,-0.0177,0.0014,0.0001,-0.0017
0.2339,0.0178,-0.1743,0.0237,0.0009,-0.0178,0.0013,-0.0002,-0.0015
0.2363,0.0178,-0.1761,0.0238,0.0008,-0.0179,0.0012,-0.0003,-0.0014
0.2387,0.0180,-0.1779,0.0238,0.0009,-0.0180,0.0010,-0.0001,-0.0013
0.2412,0.0181,-0.1797,0.0240,0.0009,-0.0180,0.0012,-0.0001,-0.0010
0.2437,0.0184,-0.1814,0.0242,0.0013,-0.0179,0.0013,0.0007,-0.0006
0.2462,0.0184,-0.1832,0.0244,0.0011,-0.0179,0.0015,0.0002,-0.0005
0.2486,0.0184,-0.1850,0.0244,0.0011,-0.0180,0.0012,0.0001,-0.0005
0.2511,0.0185,-0.1868,0.0246,0.0011,-0.0179,0.0013,0.0001,-0.0002
0.2537,0.0188,-0.1885,0.0247,0.0013,-0.0177,0.0013,0.0006,0.0001
0.2561,0.0190,-0.1904,0.0248,0.0014,-0.0179,0.0011,0.0007,-0.0002
0.2586,0.0192,-0.1922,0.0248,0.0016,-0.0179,0.0010,0.0008,-0.0001
0.2612,0.0194,-0.1940,0.0249,0.0017,-0.0178,0.0009,0.0010,0.0001
0.2638,0.0196,-0.1959,0.0251,0.0019,-0.0179,0.0011,0.0010,-0.0002
0.2663,0.0196,-0.1976,0.0251,0.0018,-0.0177,0.0009,0.0006,0.0001
0.2688,0.0197,-0.1996,0.0251,0.0017,-0.0181,0.0008,0.0003,-0.0005
0.2714,0.0199,-0.2015,0.0253,0.0017,-0.0182,0.0009,0.0003,-0.0007
0.2740,0.0200,-0.2033,0.0255,0.0016,-0.0181,0.0011,0.0001,-0.0004
0.2767,0.0201,-0.2050,0.0257,0.0016,-0.0180,0.0014,-0.0000,-0.0001
0.2793,0.0203,-0.2068,0.0258,0.0016,-0.0180,0.0013,-0.0000,-0.0000
0.2819,0.0205,-0.2088,0.0258,0.0015,-0.0181,0.0011,-0.0000,-0.0003
0.2845,0.0206,-0.2106,0.0259,0.0015,-0.0181,0.0010,-0.0001,-0.0002
0.2873,0.0208,-0.2125,0.0262,0.0016,-0.0183,0.0014,0.0000,-0.0006
0.2899,0.0210,-0.2144,0.0262,0.0017,-0.0183,0.0012,0.0003,-0.0005
0.2925,0.0212,-0.2164,0.0263,0.0017,-0.0187,0.0011,0.0002,-0.0011
0.2952,0.0214,-0.2185,0.0264,0.0019,-0.0190,0.0011,0.0005,-0.0014
0.2979,0.0217,-0.2205,0.0265,0.0019,-0.0192,0.0011,0.0006,-0.0016
0.3008,0.0218,-0.2224,0.0268,0.0019,-0.0194,0.0015,0.0005,-0.0016
0.3034,0.0221,-0.2243,0.0268,0.0021,-0.0194,0.0011,0.0007,-0.0013
0.3062,0.0223,-0.2262,0.0270,0.0021,-0.0194,0.0013,0.0006,-0.0012
0.3090,0.0225,-0.2281,0.0271,0.0022,-0.0193,0.0013,0.0006,-0.0007
0.3117,0.0227,-0.2301,0.0272,0.0023,-0.0194,0.0011,0.0006,-0.0007
0.3145,0.0229,-0.2320,0.0273,0.0021,-0.0194,0.0012,0.0002,-0.0005
0.3173,0.0231,-0.2341,0.0274,0.0021,-0.0197,0.0012,0.0002,-0.0010
0.3202,0.0233,-0.2362,0.0277,0.0022,-0.0198,0.0015,0.0002,-0.0010
0.3229,0.0235,-0.2382,0.0277,0.0021,-0.0199,0.0012,0.0001,-0.0010
0.3257,0.0237,-0.2402,0.0277,0.0022,-0.0200,0.0009,0.0002,-0.0011
0.3285,0.0240,-0.2424,0.0278,0.0022,-0.0204,0.0009,0.0002,-0.0015
0.3314,0.0242,-0.2445,0.0279,0.0023,-0.0204,0.0009,0.0002,-0.0014
0.3342,0.0244,-0.2466,0.0279,0.0022,-0.0206,0.0008,0.0001,-0.0015
0.3370,0.0246,-0.2486,0.0279,0.0022,-0.0207,0.0007,0.0002,-0.0013
0.3399,0.0248,-0.2506,0.0281,0.0022,-0.0206,0.0008,-0.0000,-0.0009
0.3428,0.0250,-0.2528,0.0283,0.0021,-0.0208,0.0011,-0.0002,-0.0011
0.3457,0.0251,-0.2550,0.0283,0.0019,-0.0211,0.0009,-0.0005,-0.0014
0.3485,0.0253,-0.2573,0.0283,0.0019,-0.0214,0.0007,-0.0004,-0.0017
0.3515,0.0254,-0.2595,0.0285,0.0017,-0.0216,0.0009,-0.0006,-0.0018
0.3544,0.0257,-0.2616,0.0286,0.0018,-0.0217,0.0009,-0.0004,-0.0016
0.3572,0.0259,-0.2639,0.0286,0.0018,-0.0219,0.0007,-0.0002,-0.0017
0.3603,0.0262,-0.2661,0.0289,0.0019,-0.0220,0.0012,-0.0000,-0.0017
0.3633,0.0264,-0.2683,0.0291,0.0020,-0.0221,0.0013,0.0001,-0.0014
0.3663,0.0266,-0.2706,0.0292,0.0020,-0.0222,0.0013,0.0001,-0.0015
0.3693,0.0268,-0.2728,0.0294,0.0019,-0.0222,0.0015,-0.0000,-0.0012
0.3723,0.0270,-0.2752,0.0296,0.0020,-0.0226,0.0015,0.0001,-0.0016
0.3754,0.0272,-0.2773,0.0298,0.0020,-0.0225,0.0016,0.0001,-0.0011
0.3785,0.0274,-0.2797,0.0300,0.0020,-0.0226,0.0017,0.0001,-0.0012
0.3815,0.0276,-0.2821,0.0301,0.0020,-0.0229,0.0016,0.0001,-0.0014
0.3845,0.0278,-0.2843,0.0302,0.0019,-0.0228,0.0014,-0.0001,-0.0011
0.3876,0.0279,-0.2866,0.0303,0.0018,-0.0229,0.0014,-0.0003,-0.0009
0.3908,0.0282,-0.2889,0.0306,0.0020,-0.0230,0.0016,0.0000,-0.0010
0.3939,0.0284,-0.2914,0.0307,0.0020,-0.0233,0.0015,0.0001,-0.0014
0.3970,0.0286,-0.2938,0.0308,0.0020,-0.0234,0.0014,0.0001,-0.0013
0.4002,0.0288,-0.2961,0.0310,0.0020,-0.0235,0.0016,0.0001,-0.0013
0.4035,0.0290,-0.2984,0.0314,0.0020,-0.0234,0.0021,-0.0000,-0.0007
0.4066,0.0312,-0.3008,0.0315,0.0055,-0.0235,0.0018,0.0069,-0.0007
0.4096,0.0324,-0.3039,0.0313,0.0074,-0.0248,0.0011,0.0092,-0.0032
0.4110,0.0403,-0.3067,0.0281,0.0209,-0.0255,-0.0054,0.0339,-0.0039
0.4144,0.0481,-0.3112,0.0284,0.0341,-0.0293,-0.0037,0.0528,-0.0106
0.4192,0.0510,-0.3127,0.0316,0.0379,-0.0275,0.0033,0.0499,-0.0050
0.4208,0.0471,-0.3060,0.0289,0.0288,-0.0111,-0.0027,0.0221,0.0281
0.4238,0.0401,-0.3153,0.0288,0.0131,-0.0231,-0.0024,-0.0133,-0.0010
0.4263,0.0302,-0.3179,0.0278,-0.0081,-0.0237,-0.0038,-0.0522,-0.0019
0.4299,0.0235,-0.3155,0.0289,-0.0234,-0.0151,-0.0010,-0.0717,0.0153
0.4299,0.0286,-0.3146,0.0235,-0.0167,-0.0094,-0.0113,-0.0441,0.0235
0.4309,0.0393,-0.3131,0.0199,0.0014,-0.0029,-0.0161,0.0001,0.0314
0.4316,0.0507,-0.3148,0.0161,0.0214,-0.0026,-0.0204,0.0393,0.0258
0.4331,0.0499,-0.3160,0.0140,0.0197,-0.0018,-0.0204,0.0281,0.0222
0.4345,0.0503,-0.3173,0.0119,0.0195,-0.0017,-0.0204,0.0221,0.0179
0.4356,0.0513,-0.3184,0.0099,0.0198,-0.0017,-0.0204,0.0183,0.0144
0.4365,0.0526,-0.3192,0.0079,0.0201,-0.0015,-0.0202,0.0152,0.0118
0.4373,0.0539,-0.3200,0.0059,0.0202,-0.0014,-0.0200,0.0124,0.0096
0.4377,0.0554,-0.3206,0.0037,0.0204,-0.0013,-0.0203,0.0102,0.0079
0.4347,0.0564,-0.3215,-0.0041,0.0195,-0.0020,-0.0316,0.0064,0.0051
0.4285,0.0590,-0.3153,-0.0174,0.0210,0.0099,-0.0513,0.0081,0.0273
0.4293,0.0599,-0.3119,-0.0176,0.0195,0.0166,-0.0413,0.0036,0.0349
0.4390,0.0613,-0.3139,-0.0010,0.0189,0.0133,-0.0006,0.0017,0.0215
0.4485,0.0664,-0.3152,0.0162,0.0246,0.0106,0.0331,0.0125,0.0120
0.4542,0.0699,-0.3159,0.0264,0.0277,0.0085,0.0466,0.0160,0.0054
0.4644,0.0728,-0.3166,0.0441,0.0292,0.0062,0.0719,0.0158,-0.0002
