0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0001,0.0001
-0.0000,-0.0000,0.0000,-0.0000,-0.0000,0.0000,-0.0000,-0.0000,-0.0000
-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0001,0.0000,-0.0001
0.0000,0.0000,-0.0000,0.0000,0.0000,-0.0001,0.0002,0.0002,-0.0004
0.0000,0.0000,-0.0000,0.0001,0.0001,-0.0001,0.0003,0.0003,-0.0003
0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,-0.0001,0.0004,0.0003
0.0000,0.0000,-0.0000,0.0001,0.0001,-0.0001,0.0002,0.0003,-0.0001
0.0000,0.0000,0.0000,0.0001,0.0002,0.0000,0.0002,0.0003,0.0003
0.0001,0.0001,-0.0000,0.0003,0.0002,0.0000,0.0007,0.0005,0.0001
0.0001,0.0001,-0.0001,0.0004,0.0003,-0.0002,0.0007,0.0006,-0.0004
0.0002,0.0002,-0.0001,0.0005,0.0005,-0.0003,0.0008,0.0007,-0.0008
0.0002,0.0002,-0.0002,0.0006,0.0005,-0.0005,0.0010,0.0005,-0.0010
0.0003,0.0002,-0.0003,0.0008,0.0003,-0.0006,0.0013,0.0001,-0.0010
0.0004,0.0002,-0.0004,0.0008,0.0004,-0.0009,0.0008,0.0002,-0.0015
0.0004,0.0002,-0.0005,0.0008,0.0003,-0.0010,0.0008,-0.0001,-0.0013
0.0006,0.0002,-0.0006,0.0010,0.0003,-0.0012,0.0009,-0.0001,-0.0015
0.0007,0.0003,-0.0006,0.0012,0.0002,-0.0011,0.0011,-0.0001,-0.0010
0.0008,0.0002,-0.0007,0.0011,0.0001,-0.0011,0.0008,-0.0004,-0.0007
0.0009,0.0003,-0.0008,0.0013,0.0001,-0.0012,0.0009,-0.0004,-0.0008
0.0011,0.0003,-0.0009,0.0015,0.0002,-0.0011,0.0013,-0.0001,-0.0004
0.0013,0.0004,-0.0011,0.0016,0.0002,-0.0013,0.0012,-0.0000,-0.0007
0.0014,0.0004,-0.0012,0.0017,0.0003,-0.0014,0.0012,0.0002,-0.0008
0.0016,0.0005,-0.0014,0.0018,0.0003,-0.0016,0.0011,0.0002,-0.0010
0.0017,0.0006,-0.0015,0.0019,0.0005,-0.0015,0.0010,0.0005,-0.0006
0.0019,0.0006,-0.0017,0.0019,0.0005,-0.0016,0.0009,0.0004,-0.0007
0.0022,0.0007,-0.0019,0.0021,0.0006,-0.0018,0.0011,0.0005,-0.0009
0.0024,0.0007,-0.0021,0.0022,0.0006,-0.0019,0.0010,0.0005,-0.0009
0.0025,0.0008,-0.0022,0.0021,0.0007,-0.0019,0.0007,0.0005,-0.0007
0.0028,0.0009,-0.0023,0.0023,0.0008,-0.0017,0.0009,0.0007,-0.0003
0.0031,0.0010,-0.0024,0.0025,0.0008,-0.0016,0.0010,0.0005,-0.0001
0.0034,0.0010,-0.0027,0.0026,0.0008,-0.0018,0.0011,0.0003,-0.0003
0.0036,0.0011,-0.0030,0.0027,0.0009,-0.0021,0.0011,0.0005,-0.0008
0.0039,0.0013,-0.0031,0.0028,0.0010,-0.0020,0.0010,0.0007,-0.0006
0.0042,0.0014,-0.0034,0.0029,0.0011,-0.0021,0.0010,0.0006,-0.0006
0.0044,0.0015,-0.0038,0.0029,0.0011,-0.0025,0.0008,0.0006,-0.0013
0.0048,0.0016,-0.0040,0.0031,0.0011,-0.0025,0.0010,0.0005,-0.0011
0.0052,0.0018,-0.0043,0.0033,0.0013,-0.0028,0.0012,0.0008,-0.0013
0.0056,0.0019,-0.0045,0.0036,0.0014,-0.0028,0.0015,0.0007,-0.0012
0.0060,0.0020,-0.0048,0.0037,0.0014,-0.0028,0.0015,0.0007,-0.0009
0.0064,0.0022,-0.0052,0.0039,0.0016,-0.0031,0.0015,0.0009,-0.0014
0.0067,0.0022,-0.0054,0.0040,0.0014,-0.0030,0.0015,0.0003,-0.0008
0.0071,0.0024,-0.0056,0.0041,0.0014,-0.0030,0.0012,0.0003,-0.0007
0.0075,0.0025,-0.0061,0.0042,0.0015,-0.0034,0.0012,0.0004,-0.0013
0.0079,0.0027,-0.0064,0.0042,0.0016,-0.0033,0.0011,0.0004,-0.0009
0.0084,0.0027,-0.0068,0.0044,0.0014,-0.0036,0.0011,0.0000,-0.0012
0.0089,0.0029,-0.0071,0.0045,0.0013,-0.0036,0.0013,-0.0001,-0.0011
0.0094,0.0030,-0.0075,0.0047,0.0014,-0.0037,0.0014,0.0000,-0.0009
0.0098,0.0031,-0.0077,0.0048,0.0013,-0.0035,0.0012,-0.0001,-0.0005
0.0103,0.0033,-0.0081,0.0049,0.0014,-0.0036,0.0013,0.0000,-0.0005
0.0108,0.0034,-0.0086,0.0051,0.0013,-0.0039,0.0013,-0.0002,-0.0009
0.0114,0.0035,-0.0090,0.0054,0.0013,-0.0039,0.0016,-0.0002,-0.0009
0.0120,0.0036,-0.0093,0.0056,0.0012,-0.0040,0.0017,-0.0003,-0.0008
0.0126,0.0037,-0.0097,0.0057,0.0011,-0.0039,0.0016,-0.0004,-0.0005
0.0131,0.0039,-0.0101,0.0058,0.0012,-0.0039,0.0015,-0.0000,-0.0005
0.0137,0.0040,-0.0105,0.0060,0.0012,-0.0040,0.0015,-0.0002,-0.0004
0.0143,0.0042,-0.0110,0.0061,0.0013,-0.0042,0.0014,0.0001,-0.0009
0.0150,0.0042,-0.0115,0.0063,0.0011,-0.0044,0.0016,-0.0002,-0.0011
0.0157,0.0044,-0.0120,0.0065,0.0012,-0.0046,0.0017,-0.0001,-0.0011
0.0164,0.0045,-0.0124,0.0068,0.0012,-0.0045,0.0019,-0.0000,-0.0009
0.0171,0.0047,-0.0128,0.0069,0.0012,-0.0046,0.0016,-0.0000,-0.0007
0.0177,0.0047,-0.0132,0.0070,0.0011,-0.0045,0.0015,-0.0002,-0.0005
0.0184,0.0049,-0.0137,0.0071,0.0012,-0.0047,0.0014,-0.0001,-0.0007
0.0191,0.0049,-0.0141,0.0071,0.0009,-0.0047,0.0011,-0.0005,-0.0005
0.0198,0.0049,-0.0148,0.0073,0.0008,-0.0050,0.0013,-0.0006,-0.0011
0.0206,0.0051,-0.0155,0.0074,0.0009,-0.0055,0.0013,-0.0004,-0.0018
0.0215,0.0050,-0.0160,0.0077,0.0006,-0.0055,0.0016,-0.0009,-0.0015
0.0222,0.0051,-0.0165,0.0079,0.0005,-0.0056,0.0016,-0.0008,-0.0014
0.0231,0.0053,-0.0171,0.0080,0.0006,-0.0058,0.0016,-0.0004,-0.0015
0.0239,0.0053,-0.0178,0.0081,0.0006,-0.0060,0.0015,-0.0004,-0.0016
0.0246,0.0054,-0.0183,0.0081,0.0005,-0.0060,0.0010,-0.0005,-0.0013
0.0254,0.0055,-0.0190,0.0082,0.0006,-0.0062,0.0011,-0.0003,-0.0015
0.0263,0.0056,-0.0197,0.0083,0.0006,-0.0065,0.0011,-0.0002,-0.0017
0.0272,0.0057,-0.0203,0.0086,0.0007,-0.0066,0.0014,-0.0000,-0.0015
0.0281,0.0058,-0.0210,0.0087,0.0008,-0.0068,0.0013,0.0001,-0.0017
0.0289,0.0059,-0.0216,0.0087,0.0008,-0.0068,0.0010,0.0002,-0.0014
0.0298,0.0059,-0.0223,0.0089,0.0007,-0.0070,0.0012,0.0001,-0.0013
0.0308,0.0060,-0.0230,0.0091,0.0008,-0.0071,0.0014,0.0002,-0.0013
0.0317,0.0061,-0.0238,0.0092,0.0007,-0.0072,0.0013,0.0000,-0.0013
0.0325,0.0062,-0.0245,0.0090,0.0008,-0.0074,0.0007,0.0002,-0.0014
0.0334,0.0064,-0.0254,0.0091,0.0011,-0.0078,0.0007,0.0006,-0.0019
0.0343,0.0065,-0.0262,0.0091,0.0011,-0.0078,0.0007,0.0005,-0.0016
0.0353,0.0066,-0.0269,0.0093,0.0011,-0.0079,0.0008,0.0005,-0.0014
0.0363,0.0068,-0.0275,0.0095,0.0013,-0.0077,0.0010,0.0007,-0.0008
0.0372,0.0068,-0.0282,0.0095,0.0013,-0.0076,0.0009,0.0005,-0.0004
0.0382,0.0070,-0.0291,0.0096,0.0013,-0.0077,0.0008,0.0004,-0.0006
0.0392,0.0071,-0.0300,0.0097,0.0013,-0.0081,0.0010,0.0005,-0.0011
0.0401,0.0072,-0.0308,0.0097,0.0013,-0.0082,0.0007,0.0004,-0.0011
0.0410,0.0074,-0.0316,0.0096,0.0014,-0.0082,0.0005,0.0004,-0.0009
0.0421,0.0075,-0.0324,0.0099,0.0013,-0.0081,0.0008,0.0002,-0.0006
0.0432,0.0075,-0.0333,0.0101,0.0013,-0.0084,0.0012,0.0000,-0.0009
0.0443,0.0077,-0.0341,0.0102,0.0013,-0.0084,0.0011,0.0002,-0.0009
0.0454,0.0078,-0.0350,0.0105,0.0013,-0.0086,0.0015,0.0001,-0.0010
0.0465,0.0079,-0.0359,0.0106,0.0013,-0.0087,0.0014,0.0000,-0.0010
0.0475,0.0081,-0.0367,0.0107,0.0014,-0.0086,0.0012,0.0002,-0.0007
0.0487,0.0081,-0.0377,0.0109,0.0012,-0.0088,0.0015,-0.0002,-0.0010
0.0498,0.0083,-0.0385,0.0110,0.0012,-0.0088,0.0014,-0.0002,-0.0008
0.0509,0.0084,-0.0392,0.0111,0.0013,-0.0086,0.0012,0.0000,-0.0001
0.0520,0.0085,-0.0403,0.0111,0.0012,-0.0088,0.0011,-0.0001,-0.0006
0.0531,0.0086,-0.0411,0.0112,0.0011,-0.0088,0.0010,-0.0004,-0.0004
0.0542,0.0088,-0.0422,0.0113,0.0012,-0.0091,0.0010,-0.0001,-0.0009
0.0554,0.0089,-0.0432,0.0114,0.0011,-0.0094,0.0010,-0.0002,-0.0014
0.0565,0.0091,-0.0442,0.0113,0.0013,-0.0096,0.0006,0.0002,-0.0014
0.0577,0.0092,-0.0450,0.0115,0.0012,-0.0095,0.0008,0.0001,-0.0009
0.0588,0.0093,-0.0460,0.0115,0.0013,-0.0096,0.0006,0.0001,-0.0010
0.0600,0.0094,-0.0470,0.0115,0.0012,-0.0096,0.0006,-0.0001,-0.0008
0.0612,0.0096,-0.0479,0.0117,0.0013,-0.0096,0.0008,0.0002,-0.0006
0.0624,0.0097,-0.0488,0.0117,0.0013,-0.0095,0.0007,0.0001,-0.0004
0.0636,0.0098,-0.0498,0.0118,0.0013,-0.0095,0.0007,0.0001,-0.0003
0.0648,0.0100,-0.0506,0.0118,0.0013,-0.0094,0.0006,0.0002,-0.0000
0.0659,0.0101,-0.0516,0.0117,0.0014,-0.0094,0.0003,0.0002,-0.0000
0.0671,0.0103,-0.0526,0.0119,0.0015,-0.0094,0.0005,0.0003,0.0000
0.0684,0.0104,-0.0535,0.0121,0.0014,-0.0094,0.0009,0.0002,0.0001
0.0697,0.0105,-0.0544,0.0122,0.0014,-0.0093,0.0008,0.0001,0.0003
0.0709,0.0107,-0.0554,0.0122,0.0014,-0.0094,0.0008,0.0001,-0.0000
0.0721,0.0108,-0.0564,0.0122,0.0013,-0.0095,0.0006,-0.0001,-0.0002
0.0734,0.0109,-0.0574,0.0123,0.0013,-0.0095,0.0007,-0.0001,-0.0002
0.0747,0.0111,-0.0583,0.0125,0.0014,-0.0094,0.0009,0.0001,-0.0001
0.0760,0.0113,-0.0593,0.0127,0.0015,-0.0095,0.0011,0.0002,-0.0002
0.0774,0.0114,-0.0605,0.0128,0.0014,-0.0099,0.0012,0.0001,-0.0009
0.0787,0.0115,-0.0616,0.0131,0.0013,-0.0101,0.0014,-0.0002,-0.0011
0.0801,0.0116,-0.0625,0.0133,0.0014,-0.0100,0.0016,0.0000,-0.0008
0.0815,0.0117,-0.0635,0.0135,0.0013,-0.0100,0.0017,-0.0002,-0.0005
0.0829,0.0118,-0.0644,0.0137,0.0012,-0.0099,0.0017,-0.0002,-0.0003
0.0843,0.0120,-0.0655,0.0138,0.0013,-0.0100,0.0016,-0.0001,-0.0004
0.0857,0.0121,-0.0665,0.0139,0.0012,-0.0100,0.0015,-0.0002,-0.0003
0.0871,0.0123,-0.0676,0.0141,0.0014,-0.0101,0.0015,0.0002,-0.0005
0.0885,0.0125,-0.0686,0.0142,0.0014,-0.0101,0.0014,0.0002,-0.0004
